id,address,price,floor,total_floors,rooms,square,city,remont,balcon,uid,view,year,type_perec,hot_water,fundament,kitchen
7454,"переулок Трудолюбия, 35к2",8900000,5,6,4,170.5,Тверь,without_repair,2,2059479940,garden,1999,Железобетонный,Центральное,0,"18,9 м2"
7455,"Лужская улица, 44",4199000,4,5,3,59.5,Калининград,standard,1,1937836770,street,1974,Железобетонный,Центральное,0,"6,2 м2"
7456,"Пушкарская улица, 132",5800000,5,5,3,62.2,Пермь,well_done,1,2059844949,street,1974,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Ленточный,6 м2
7457,"Делегатская улица, 37",5650000,15,16,3,83.5,Пермь,well_done,1,2057012927,street,2012,Железобетонный,0,0,"11,5 м2"
7458,"улица Луначарского, 51",8500000,2,10,3,65.0,Пермь,well_done,1,2058226415,street,1990,Железобетонный,0,Свайный,"7,7 м2"
7459,"Агатовая улица, 32",6489000,4,4,3,53.8,Пермь,well_done,1,2059662400,street,2017,Железобетонный,0,Свайный,"8,7 м2"
7460,"улица Академика Курчатова, 2А",6500000,4,9,3,96.7,Пермь,well_done,1,2056837335,street,1975,Железобетонный,Центральное,0,"12,4 м2"
7461,"Сибирская улица, 52",11950000,7,10,3,85.0,Пермь,well_done,1,1653771577,street,1996,Железобетонный,Центральное,0,15 м2
7462,"улица Мира, 45",15957500,5,20,3,100.9,Пермь,well_done,1,1958507266,street,2005,Железобетонный,Центральное,0,18 м2
7463,"Пермская улица, 124",13900000,10,16,3,145.0,Пермь,well_done,1,1946553833,street,1995,Железобетонный,Центральное,0,35 м2
7464,"шоссе Космонавтов, 173",5585000,2,5,3,57.8,Пермь,well_done,1,2055975048,street,1963,Железобетонный,0,Ленточный,"6,1 м2"
7465,"шоссе Космонавтов, 173",4900000,4,5,3,57.0,Пермь,well_done,1,2059802928,street,1963,Железобетонный,0,Ленточный,6 м2
7466,"улица Академика Вавилова, 17",6499900,5,6,3,60.8,Пермь,well_done,1,2059670669,street,1969,Железобетонный,Центральное,0,"6,5 м2"
7467,"улица Челюскинцев, 19",5500000,2,9,3,52.1,Пермь,well_done,1,2059527525,street,1973,Железобетонный,Центральное,0,0
7468,"улица Веры Засулич, 54А",9100000,15,16,3,72.2,Пермь,well_done,1,2059555043,street,2017,Железобетонный,Центральное,0,10 м2
7469,"улица Советской Армии, 45",11000000,4,12,3,108.9,Пермь,well_done,1,2059787700,street,1989,Железобетонный,0,0,"28,4 м2"
7470,"улица Сакко и Ванцетти, 103",7400000,3,4,3,58.4,Пермь,well_done,1,2058914347,street,2016,Железобетонный,0,Свайный,"17,1 м2"
7471,"Зиповская улица, 26",7900000,3,10,3,69.7,Краснодар,well_done,2,2059657519,garden,1995,Железобетонный,0,0,12 м2
7472,"Магистральная улица, 11к2",11350000,12,24,3,88.6,Краснодар,well_done,2,2059875157,garden,2018,Железобетонный,Центральное,0,"13,5 м2"
7473,"Российская улица, 79/3к2",10300000,6,24,3,70.0,Краснодар,well_done,2,2059404175,garden,2017,0,0,0,27 м2
7474,"улица имени 40-летия Победы, 33/7",9900000,1,17,3,94.21,Краснодар,well_done,2,2059825697,garden,2006,0,0,0,"17,9 м2"
7475,"улица Виктора Денисова, 18",12485000,6,9,3,91.5,Калининград,design,1,2056366587,street,2017,Монолитный,Поквартирный котел,0,14 м2
7476,"Пригородная улица, 13к1",12000000,2,9,3,78.0,Калининград,design,1,2059435930,street,2021,Железобетонный,0,0,12 м2
7477,"Московская улица, 158",6300000,4,9,3,78.0,Краснодар,without_repair,2,2058375589,garden,0,0,0,0,0
7478,"улица Ленина, 73",5050000,2,5,3,57.0,Пермь,without_repair,1,2057379630,street,0,0,0,0,0
7479,"Корсуньская улица, 27",2750000,3,5,3,55.3,Пермь,without_repair,1,2057984777,street,0,0,0,0,0
7480,"Ветлужская улица, 60",5690000,3,9,3,60.4,Пермь,without_repair,1,2059378064,street,1986,Железобетонный,0,0,"8,1 м2"
7481,"улица Качалова, 12",3800000,5,5,3,54.6,Пермь,without_repair,1,2056402299,street,0,0,0,0,6 м2
7482,"Монастырская улица, 70",19800000,3,5,3,171.5,Пермь,without_repair,1,2058509361,street,2019,Железобетонный,Центральное,0,"37,7 м2"
7483,"Петропавловская улица, 72",6000000,2,5,3,58.1,Пермь,without_repair,1,2059731457,street,1969,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Ленточный,6 м2
7484,"бульвар Гагарина, 66",6200000,5,10,3,62.5,Пермь,standard,2,1901036304,street,1983,Железобетонный,Центральное,0,"8,6 м2"
7485,"Екатерининская улица, 165",8900000,3,16,3,81.8,Пермь,standard,2,2059038348,street,2003,0,0,0,"10,7 м2"
7486,"улица Революции, 3",6300000,9,9,3,60.0,Пермь,standard,2,2058403422,street,1989,Железобетонный,Центральное,0,8 м2
7487,"1-й Еловский переулок, 24",4780000,1,10,3,100.8,Пермь,standard,2,2048787935,street,1996,Железобетонный,0,0,15 м2
7488,"Пригородная улица, 13к3",10100000,1,9,3,75.0,Калининград,well_done,1,2058340540,street,0,0,0,0,0
7489,"улица Сержанта Колоскова, 8",31990000,4,16,3,102.7,Калининград,well_done,1,1679409502,street,0,0,0,0,0
7490,"Автомобильная улица, 15",5300000,4,9,3,62.0,Калининград,well_done,1,2059515640,street,1979,0,0,0,8 м2
7491,"улица Ленина, 102",9399000,3,7,3,87.7,Пермь,design,2,2057413850,street,1956,Железобетонный,0,Свайный,"10,1 м2"
7492,"улица Мильчакова, 11",17600000,3,10,3,105.3,Пермь,design,2,2059490110,street,2007,Железобетонный,0,0,"15,5 м2"
7493,"1-я Колхозная улица, 4",6200000,6,9,3,64.0,Пермь,design,2,2059377886,street,1988,Железобетонный,Центральное,0,10 м2
7494,"улица Сержанта Колоскова, 8",18900000,6,8,3,126.0,Калининград,without_repair,1,2058910733,street,2015,0,0,0,18 м2
7495,"Эпроновская улица, 20",17500000,4,14,3,92.0,Калининград,design,2,2057808437,street,2009,Железобетонный,0,0,14 м2
7496,"улица Революции, 12",7300000,10,10,3,61.0,Пермь,well_done,2,2057121400,street,1992,Железобетонный,0,0,"7,4 м2"
7497,"улица Ивана Франко, 44",11305000,13,14,3,119.0,Пермь,well_done,2,2058510111,street,2007,Железобетонный,Центральное,0,"15,9 м2"
7498,"улица Мира, 11",11500000,4,17,3,77.3,Пермь,well_done,2,2059436346,street,2005,Железобетонный,0,0,14 м2
7499,"улица Малкова, 24А",14999000,11,18,3,117.0,Пермь,well_done,2,1524342345,street,2010,Железобетонный,Центральное,0,12 м2
7500,"улица Ивана Франко, 42",9500000,7,19,3,96.2,Пермь,well_done,2,2058776611,street,2010,0,0,0,"11,8 м2"
7501,"улица Луначарского, 105",9790000,7,10,3,63.1,Пермь,well_done,2,2059383748,street,1999,Железобетонный,Центральное,0,12 м2
7502,"Эпроновская улица, 20",18900000,12,14,3,92.9,Калининград,well_done,2,2059544303,street,2009,Железобетонный,0,0,17 м2
7503,"улица Максима Горького, 74",5950000,4,5,3,80.5,Пермь,without_repair,2,1946452422,street,1960,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Ленточный,10 м2
7504,"улица Архитектора Свиязева, 58",6200000,5,10,3,66.8,Пермь,without_repair,2,2059657520,street,1986,Железобетонный,Центральное,0,"7,6 м2"
7505,"Монастырская улица, 70",15500000,2,5,3,115.5,Пермь,without_repair,2,2058156399,street,2019,Железобетонный,Центральное,0,"21,6 м2"
7506,"Сысольская улица, 4А",8200000,7,7,3,120.0,Пермь,without_repair,2,2058665179,street,2001,0,0,0,0
7507,"Осенняя улица, 18",8600000,8,9,3,73.9,Калининград,standard,1,2057874235,street,2011,Железобетонный,0,0,"9,5 м2"
7508,"улица Юрия Маточкина, 12",7150000,2,9,3,82.0,Калининград,standard,1,2056630888,street,2007,Железобетонный,0,0,12 м2
7509,"Автомобильная улица, 15",5070000,6,9,3,61.4,Калининград,standard,1,2057315635,street,1979,0,0,0,"7,2 м2"
7510,"Пионерская улица, 70",7150000,9,10,3,69.9,Калининград,standard,1,2059822661,street,1988,Железобетонный,Центральное,0,10 м2
7511,"улица Согласия, 6",11000000,2,5,3,81.9,Калининград,standard,1,2059854265,street,2018,0,0,0,"11,6 м2"
7512,"улица Генерала Буткова, 4/1",6100000,9,9,3,62.6,Калининград,standard,1,2058054700,street,1990,Железобетонный,Центральное,0,"8,5 м2"
7513,"Коммунистическая улица, 48Г",3850000,2,5,3,53.1,Калининград,standard,1,2057861786,street,1970,Железобетонный,Центральное,0,"6,7 м2"
7514,"Банковская улица, 31",5800000,3,5,3,57.3,Калининград,standard,1,2059473629,street,0,0,0,0,5 м2
7515,"Артиллерийская улица, 59",7950000,7,9,3,81.5,Калининград,standard,1,2059241606,street,2008,Смешанный,0,Ленточный,"11,9 м2"
7516,"Московский проспект, 88",5850000,5,9,3,60.5,Калининград,standard,1,2057600250,street,1977,0,0,0,"7,2 м2"
7517,"бульвар Франца Лефорта, 14",7500000,2,5,3,72.0,Калининград,standard,1,2059626402,street,2005,Железобетонный,0,Ленточный,11 м2
7518,"улица Лилии Иванихиной, 5",5100000,9,9,3,64.1,Калининград,standard,1,2059394186,street,1983,Железобетонный,0,0,"6,7 м2"
7519,"улица Гайдара, 45",7000000,3,9,3,63.0,Калининград,standard,1,2058402693,street,1969,Бетонный,Поквартирный котел,0,0
7520,"набережная Адмирала Трибуца, 53",8140000,11,12,3,58.2,Калининград,design,1,2058374828,street,1977,Железобетонный,0,Свайный,8 м2
7521,"площадь Калинина, 19",7000000,3,5,3,58.0,Калининград,design,1,2047578488,street,1964,0,0,0,8 м2
7522,"Московский проспект, 18",7850000,10,10,3,70.0,Калининград,well_done,1,2059266670,street,1978,Железобетонный,Центральное,0,7 м2
7523,"Генерал-лейтенанта Захарова, 19-25",5600000,5,5,3,57.7,Калининград,well_done,1,2059876792,street,1970,0,0,0,"5,4 м2"
7524,"Заводская улица, 27",5100000,6,10,3,62.7,Калининград,well_done,1,1506351879,street,1992,Железобетонный,Центральное,0,"8,5 м2"
7525,"улица Гайдара, 145",8400000,1,10,3,66.0,Калининград,well_done,1,2058649315,street,1995,Железобетонный,Центральное,0,9 м2
7526,"бульвар Любови Шевцовой, 37",5300000,7,10,3,63.0,Калининград,well_done,1,2058646780,street,1990,Железобетонный,0,0,9 м2
7527,"улица Юрия Гагарина, 111",9000000,1,9,3,74.7,Калининград,well_done,1,2058591549,street,2013,Железобетонный,0,0,"12,3 м2"
7528,"Автомобильная улица, 15",3900000,3,9,3,60.1,Калининград,without_repair,1,2056329951,street,1979,0,0,0,7 м2
7529,"улица Красные Казармы, 69",9269000,1,25,3,80.6,Пермь,standard,1,2059700207,street,2019,Железобетонный,0,0,"13,4 м2"
7530,"Углеуральская улица, 25",9290000,16,16,3,83.0,Пермь,standard,1,2058439838,street,0,0,0,0,11 м2
7531,"улица Карпинского, 109",6350000,6,9,3,64.3,Пермь,standard,1,2059294386,street,2002,Железобетонный,Центральное,0,0
7532,"улица Космонавта Беляева, 40Д",9997000,6,25,3,90.3,Пермь,standard,1,2058939447,street,2010,Железобетонный,0,0,"17,5 м2"
7533,"улица Юрша, 86",9900000,24,24,3,80.0,Пермь,standard,1,2059518696,street,2014,Железобетонный,0,0,"9,6 м2"
7534,"Переселенческая улица, 100",8600000,3,13,3,82.6,Пермь,standard,1,2058985581,street,2024,Железобетонный,Центральное,0,0
7535,"улица Василия Татищева, 4",8800000,19,25,3,77.7,Пермь,standard,1,2059331509,street,2020,Железобетонный,Центральное,0,"6,8 м2"
7536,"Краснополянская улица, 2",7300000,2,17,3,54.1,Пермь,standard,1,2059551815,street,2022,Железобетонный,Центральное,0,"9,4 м2"
7537,"улица Чернышевского, 15В",22490000,10,25,3,141.7,Пермь,design,1,2057671155,street,2011,Железобетонный,0,0,"36,8 м2"
7538,"улица Желябова, 16",7990000,9,9,3,60.0,Пермь,design,1,2056643027,street,1973,Железобетонный,Центральное,0,0
7539,"Московский проспект, 87",7200000,7,9,3,64.1,Калининград,standard,2,2058527511,street,1977,0,0,0,"6,8 м2"
7540,"Интернациональная улица, 13",5250000,4,10,3,71.0,Калининград,standard,2,2058484836,street,1999,0,0,0,12 м2
7541,"Заводская улица, 25",4390000,6,9,3,67.3,Калининград,standard,2,1948565910,street,1976,0,0,0,"6,9 м2"
7542,"Машиностроительная улица, 160",4100000,5,9,3,63.2,Калининград,standard,2,2059521722,street,1979,Железобетонный,Центральное,0,"8,6 м2"
7543,"улица 9 Апреля, 92",5650000,1,9,3,64.2,Калининград,standard,2,2057385491,street,1973,Железобетонный,Центральное,0,9 м2
7544,"улица 9 Апреля, 52",5800000,6,9,3,64.3,Калининград,standard,2,2055548477,street,1973,Железобетонный,Центральное,0,"7,5 м2"
7545,"улица 9 Апреля, 26",7200000,6,9,3,63.9,Калининград,standard,2,2058906193,street,0,0,0,0,"6,8 м2"
7546,"Тобольская улица, 31",6100000,4,9,3,67.0,Калининград,standard,2,2057971361,street,1980,Железобетонный,Центральное,0,0
7547,"Батальный переулок, 1",5550000,2,5,3,65.1,Калининград,standard,2,2057828219,street,1982,Железобетонный,0,Ленточный,"7,8 м2"
7548,"улица Лилии Иванихиной, 2А",5400000,6,10,3,69.7,Калининград,standard,2,2057328787,street,1986,Железобетонный,Центральное,0,"10,5 м2"
7549,"улица Маршала Баграмяна, 8",6600000,9,10,3,64.7,Калининград,standard,2,2059297015,street,1978,0,0,0,7 м2
7550,"улица Карбышева, 49А",7150000,2,19,3,75.8,Пермь,well_done,1,2059213455,street,0,0,0,0,0
7551,"Полевая улица, 10",9100000,6,25,3,83.6,Пермь,well_done,1,2058147793,street,2016,Железобетонный,Центральное,0,12 м2
7552,"улица Красные Казармы, 68",8690000,1,10,3,79.2,Пермь,well_done,1,2058334287,street,0,0,0,0,0
7553,"улица Карпинского, 14",11999000,10,25,3,92.3,Пермь,well_done,1,2058509904,street,2020,Железобетонный,0,0,15 м2
7554,"Молодогвардейская улица, 33",11000000,1,10,3,110.9,Пермь,well_done,1,2059595104,street,0,0,0,0,0
7555,"улица Карла Модераха, 6",10900000,4,25,3,80.0,Пермь,well_done,1,2059303085,street,2021,Железобетонный,Центральное,0,14 м2
7556,"улица Комбайнёров, 43",11250000,13,23,3,71.7,Пермь,well_done,1,2059215611,street,2021,Железобетонный,Центральное,0,"26,3 м2"
7557,"Подлесная улица, 43А",8490000,7,20,3,64.2,Пермь,well_done,1,2059643736,street,2015,Железобетонный,Автономная котельная (крышная встроенно-пристроенная),Иной,"16,5 м2"
7558,"Черниговская улица, 9",8500000,15,15,3,65.0,Пермь,well_done,1,2059503325,street,2021,Железобетонный,Центральное,0,0
7559,"Батальная улица, 77",6000000,9,9,3,67.2,Калининград,well_done,2,2059858369,street,1981,Железобетонный,0,0,"6,7 м2"
7560,"улица 9 Апреля, 8",7200000,8,9,3,63.8,Калининград,well_done,2,1838118196,street,0,0,0,0,"6,7 м2"
7561,"бульвар Любови Шевцовой, 6",6500000,3,5,3,68.5,Калининград,well_done,2,2059810762,street,1985,Железобетонный,Центральное,0,"7,7 м2"
7562,"Пермская улица, 33",34000000,9,11,3,136.6,Пермь,without_repair,1,2058333243,street,2023,Железобетонный,0,0,"17,5 м2"
7563,"улица Карла Модераха, 6",10962000,3,22,3,81.2,Пермь,without_repair,1,1908864551,street,2021,Железобетонный,Центральное,0,"14,4 м2"
7564,"улица Карпинского, 99Д",9300000,12,19,3,88.2,Пермь,without_repair,1,2059409094,street,2023,0,0,0,"15,5 м2"
7565,"улица Коминтерна, 43",10200000,3,9,4,93.0,Тверь,design,2,1934563045,garden,1979,Железобетонный,0,0,"8,2 м2"
7566,"улица Кирова, 42",5100000,3,9,3,53.6,Калининград,without_repair,2,2057643384,street,1974,Железобетонный,Центральное,0,"8,3 м2"
7567,"Октябрьская улица, 43",6700000,5,5,3,63.5,Калининград,without_repair,2,2058412334,street,1984,0,0,0,9 м2
7568,"улица Калинина, 64А",7990000,13,17,3,76.0,Пермь,standard,2,2059656650,street,2016,Смешанный,0,0,12 м2
7569,"Ленинский проспект, 100",8100000,3,5,3,66.8,Калининград,standard,1,2059028330,street,1967,Смешанный,0,Ленточный,"9,9 м2"
7570,"улица Лейтенанта Яналова, 3",6100000,4,5,3,60.4,Калининград,standard,1,2058720357,street,1980,Железобетонный,0,Сборный,"6,4 м2"
7571,"улица Генерал-Лейтенанта Захарова, 23",5200000,4,5,3,58.9,Калининград,standard,1,2057992663,street,1970,Железобетонный,Центральное,0,"5,4 м2"
7572,"улица Генерала Павлова, 20",6900000,2,10,3,68.4,Калининград,design,1,2057905402,street,1987,0,0,0,"9,5 м2"
7573,"улица Карла Модераха, 8",10139000,4,22,3,75.1,Пермь,without_repair,2,1922057074,street,2020,Железобетонный,Центральное,0,"10,7 м2"
7574,"улица Карла Модераха, 8",9800000,21,25,3,72.0,Пермь,without_repair,2,2057277450,street,,,,,
7575,"улица Кирова, 55",4600000,3,5,3,61.7,Калининград,without_repair,1,2058072208,street,,,,,
7576,"Казанская улица, 6",5400000,2,5,3,56.1,Калининград,without_repair,1,2055907543,street,,,,,
7577,"улица Новый Вал, 20",6320000,4,5,3,69.1,Калининград,standard,2,2057319942,street,,,,,
7578,"улица Кирова, 42",5300000,3,9,3,56.0,Калининград,standard,2,2059449660,street,,,,,
7579,"улица Архитектора Свиязева, 24",4300000,2,5,3,62.0,Пермь,standard,1,2058848954,street,,,,,
7580,"улица Строителей, 16",6100000,4,9,3,64.8,Пермь,standard,1,2059911617,street,,,,,
7581,"1-я Колхозная улица, 8",6000000,1,9,3,68.0,Пермь,standard,1,2057222122,street,,,,,
7582,"улица Комиссара Пожарского, 14",4900000,1,9,3,63.0,Пермь,standard,1,2046069099,street,,,,,
7583,"Волгодонская улица, 11",4400000,2,5,3,60.0,Пермь,standard,1,2058781404,street,,,,,
7584,"Коломенская улица, 19",5000000,1,9,3,60.9,Пермь,standard,1,2057986020,street,,,,,
7585,"улица Липатова, 22",5000000,4,10,3,67.1,Пермь,standard,1,1874617811,street,,,,,
7586,"Кавказская улица, 24Б",4535000,5,5,3,66.3,Пермь,standard,1,2059124786,street,,,,,
7587,"Подлесная улица, 5",6550000,6,9,3,66.0,Пермь,standard,1,2057903765,street,,,,,
7588,"бульвар Гагарина, 70",6800000,9,16,3,72.0,Пермь,standard,1,1852422493,street,,,,,
7589,"улица Юрша, 9А",6290000,4,9,3,70.4,Пермь,standard,1,2058955677,street,,,,,
7590,"улица Пушкина, 11",6999000,1,9,3,67.6,Пермь,standard,1,2059670591,street,,,,,
7591,"улица Александра Матросова, 6",5990000,3,5,3,61.5,Пермь,standard,1,2058742856,street,,,,,
7592,"улица Космонавта Беляева, 40",5150000,2,9,3,57.3,Пермь,standard,1,2058803175,street,,,,,
7593,"Парковый проспект, 41В",5800000,1,9,3,60.5,Пермь,standard,1,2059447169,street,,,,,
7594,"улица Писарева, 29В",8500000,3,15,3,91.2,Пермь,standard,1,2059655235,street,,,,,
7595,"улица Милиционера Власова, 31",5595000,2,5,3,61.7,Пермь,standard,1,2057907758,street,,,,,
7596,"улица Гашкова, 53к2с1",6800000,12,12,3,65.1,Пермь,standard,1,2059479292,street,,,,,
7597,"улица Сивкова, 5",4850000,2,5,3,61.7,Пермь,standard,1,2059577542,street,,,,,
7598,"улица Академика Веденеева, 16",5900000,4,17,3,73.5,Пермь,standard,1,2057313614,street,,,,,
7599,"шоссе Космонавтов, 322",4300000,5,5,3,61.2,Пермь,standard,1,2059881541,street,,,,,
7600,"Щитовая улица, 11",3170000,5,5,3,61.3,Пермь,standard,1,2058147161,street,,,,,
7601,"улица Елькина, 7",7050000,9,10,3,66.5,Пермь,standard,1,2059795217,street,,,,,
7602,"улица Карпинского, 35",9973000,3,10,3,71.5,Пермь,standard,1,2059655836,street,,,,,
7603,"улица Старцева, 21",5815000,3,9,3,64.4,Пермь,standard,1,2055874094,street,,,,,
7604,"улица Танцорова, 33",5400000,2,9,3,65.0,Пермь,standard,1,2059576675,street,,,,,
7605,"Чердынская улица, 29",4400000,4,5,3,62.0,Пермь,standard,1,2059094935,street,,,,,
7606,"улица Костычева, 42",6630000,3,9,3,66.1,Пермь,standard,1,2058714204,street,,,,,
7607,"Вильвенская улица, 21",6500000,7,9,3,68.7,Пермь,standard,1,2058443677,street,,,,,
7608,"Зелёная улица, 89",10100000,4,10,3,102.7,Калининград,well_done,2,2059195451,street,,,,,
7609,"Цимлянская улица, 17",5599000,2,17,3,79.0,Пермь,design,1,2058992174,street,,,,,
7610,"Стахановская улица, 11",5500000,5,5,3,63.0,Пермь,design,1,2059453561,street,,,,,
7611,"улица Костычева, 31",7200000,7,10,3,69.1,Пермь,design,1,2058869984,street,,,,,
7612,"Мукомольная улица, 12А",6000000,5,5,3,66.3,Калининград,without_repair,2,2059836811,street,,,,,
7613,"улица Ульяны Громовой, 10",4990000,5,5,3,58.9,Калининград,standard,1,2056197075,street,,,,,
7614,"улица Лизы Чайкиной, 43А",6000000,11,14,4,79.2,Тольятти,standard,1,2059469479,garden,,,,,
7615,"Революционная улица, 16",5150000,2,12,4,72.2,Тольятти,standard,1,1854277620,garden,,,,,
7616,"Шлюзовая улица, 35",4150000,4,5,4,78.2,Тольятти,standard,1,2058262959,garden,,,,,
7617,"Тополиная улица, 7",7500000,13,14,4,82.0,Тольятти,standard,1,2058454641,garden,,,,,
7618,"Ленинский проспект, 40",5500000,7,9,4,70.0,Тольятти,standard,1,2058300194,garden,,,,,
7619,"улица Горького, 57",4500000,3,5,4,60.6,Тольятти,standard,1,1817429032,garden,,,,,
7620,"улица Ивана Франко, 38",5990000,2,10,3,64.7,Пермь,well_done,1,2057614464,street,,,,,
7621,"Пермская улица, 160",7699000,8,9,3,60.0,Пермь,well_done,1,2058014303,street,,,,,
7622,"улица Карпинского, 120",6500000,2,10,3,67.3,Пермь,well_done,1,2059576742,street,,,,,
7623,"Фонтанная улица, 9",6000000,5,9,3,57.0,Пермь,well_done,1,2057776012,street,,,,,
7624,"проспект Декабристов, 43",7500000,10,10,3,68.1,Пермь,well_done,1,2058314946,street,,,,,
7625,"проспект Декабристов, 10",4650000,4,5,3,47.6,Пермь,well_done,1,2059734631,street,,,,,
7626,"улица Старцева, 7",5990000,2,9,3,66.6,Пермь,well_done,1,1655744504,street,,,,,
7627,"Буксирная улица, 11",5300000,9,9,3,58.2,Пермь,well_done,1,2059707113,street,,,,,
7628,"улица Карбышева, 82/1",4230000,1,9,3,61.0,Пермь,well_done,1,2059906959,street,,,,,
7629,"улица Маршала Жукова, 6",11490000,2,14,4,108.5,Тольятти,design,1,2059128074,garden,,,,,
7630,"улица Тельмана, 20Б",17500000,3,5,3,93.0,Калининград,well_done,1,1895436726,street,,,,,
7631,"Кипарисовая улица, 2",15500000,5,9,3,83.0,Калининград,well_done,1,2059822660,street,,,,,
7632,"улица Горького, 176Гк1",12950000,5,8,3,81.0,Калининград,well_done,1,2058617605,street,,,,,
7633,"Хрустальная улица, 10",4700000,1,9,3,62.0,Пермь,without_repair,1,2058511488,street,,,,,
7634,"улица КИМ, 15",5100000,4,9,3,58.0,Пермь,without_repair,1,2057047102,street,,,,,
7635,"Цимлянская улица, 17",5790000,7,17,3,79.5,Пермь,without_repair,1,1782198001,street,,,,,
7636,"Фонтанная улица, 9",5700000,1,9,3,61.0,Пермь,without_repair,1,2059712775,street,,,,,
7637,"улица Богдана Хмельницкого, 25",3900000,7,9,3,54.0,Пермь,without_repair,1,2059612346,street,,,,,
7638,"Инженерная улица, 6А",4700000,3,9,3,59.0,Пермь,without_repair,1,2059657231,street,,,,,
7639,"проспект Декабристов, 9",4600000,2,5,3,60.0,Пермь,without_repair,1,2059420951,street,,,,,
7640,"Запорожская улица, 13",4800000,7,9,3,57.7,Пермь,without_repair,1,2058606614,street,,,,,
7641,"улица Младшего Лейтенанта Родителева, 3",26000000,2,4,3,130.6,Калининград,without_repair,1,1721655205,street,,,,,
7642,"улица Маршала Жукова, 16",15999999,3,4,4,181.7,Тольятти,well_done,1,2056158808,garden,,,,,
7643,"улица 40 лет Победы, 17В",12800000,2,9,4,141.0,Тольятти,well_done,1,1994138069,garden,,,,,
7644,"Спортивная улица, 4",16480000,4,14,4,148.5,Тольятти,well_done,1,2056207569,garden,,,,,
7645,"улица Свердлова, 41",6500000,4,9,4,70.0,Тольятти,well_done,1,2059333812,garden,,,,,
7646,"Чердынская улица, 21",5000000,3,5,3,60.5,Пермь,standard,2,2057596206,street,,,,,
7647,"Парковый проспект, 38",5350000,4,9,3,64.0,Пермь,standard,2,1946479336,street,,,,,
7648,"улица Строителей, 34",5700000,3,9,3,60.7,Пермь,standard,2,2058054015,street,,,,,
7649,"улица Пушкина, 3",6450000,3,9,3,53.0,Пермь,standard,2,1934974588,street,,,,,
7650,"проспект Декабристов, 11",5250000,8,9,3,61.1,Пермь,standard,2,2057890894,street,,,,,
7651,"улица Архитектора Свиязева, 38",4600000,9,9,3,53.0,Пермь,standard,2,2059049465,street,,,,,
7652,"Транспортная улица, 15",6800000,9,9,3,77.0,Пермь,standard,2,2056317997,street,,,,,
7653,"Нейвинская улица, 10",5100000,9,9,3,59.7,Пермь,standard,2,2054475062,street,,,,,
7654,"Серебрянский проезд, 19",4500000,7,9,3,65.5,Пермь,standard,2,1754219033,street,,,,,
7655,"улица Металлистов, 19",5400000,8,9,3,60.4,Пермь,standard,2,2059831413,street,,,,,
7656,"Муромская улица, 28",3900000,4,5,3,60.6,Пермь,standard,2,2059587204,street,,,,,
7657,"улица Докучаева, 40",7490000,10,10,3,73.0,Пермь,standard,2,2058942467,street,,,,,
7658,"проспект Декабристов, 35",6550000,3,9,3,67.6,Пермь,standard,2,2056210982,street,,,,,
7659,"улица Старцева, 15/3",5300000,3,9,3,60.7,Пермь,standard,2,2059169546,street,,,,,
7660,"Холмогорская улица, 2А",5800000,7,9,3,60.0,Пермь,standard,2,2056251212,street,,,,,
7661,"улица Моторостроителей, 12",5950000,2,9,3,60.7,Пермь,standard,2,2059542167,street,,,,,
7662,"улица Анвара Гатауллина, 29к2",5800000,4,9,3,64.5,Пермь,standard,2,2059663121,street,,,,,
7663,"улица Мурысева, 102",4500000,5,5,4,62.6,Тольятти,without_repair,1,2059545243,garden,,,,,
7664,"улица Голосова, 20",3750000,4,5,4,62.0,Тольятти,without_repair,1,2059795639,garden,,,,,
7665,"улица Фрунзе, 35",10500000,11,12,4,113.7,Тольятти,standard,2,2056593677,garden,,,,,
7666,"бульвар Курчатова, 12",7400000,9,14,4,81.8,Тольятти,standard,2,2059470186,garden,,,,,
7667,"улица Фрунзе, 14В",13500000,5,9,4,183.0,Тольятти,design,2,2059512814,garden,,,,,
7668,"улица Чернышевского, 34",12700000,1,5,3,75.0,Калининград,without_repair,2,1900401291,street,,,,,
7669,"улица Константина Гондаря, 99",12500000,7,16,3,78.0,Краснодар,design,1,2058744804,park,,,,,
7670,"улица Старцева, 15/3",6490000,7,9,3,60.5,Пермь,well_done,2,2059335313,street,,,,,
7671,"улица Архитектора Свиязева, 22",5800000,9,9,3,63.3,Пермь,well_done,2,2059699927,street,,,,,
7672,"Пермская улица, 224",7000000,3,9,3,61.0,Пермь,well_done,2,2058389980,street,,,,,
7673,"Петропавловская улица, 87",7250000,5,9,3,60.2,Пермь,well_done,2,2059450230,street,,,,,
7674,"Итальянский бульвар, 27",13400000,3,10,4,99.0,Тольятти,well_done,2,2059512364,garden,,,,,
7675,"улица Матросова, 60",5117000,7,9,4,63.3,Тольятти,well_done,2,2057251521,garden,,,,,
7676,"Ленинградская улица, 15",12600000,9,9,4,123.0,Тольятти,well_done,2,2058893263,garden,,,,,
7677,"2-я Российская улица, 162",16000000,2,14,3,83.2,Краснодар,well_done,1,2059395154,park,,,,,
